All ingredients in cryoprotective solution,DMSO usage,Cooling rate,Viability,Recovery,Doubling time,Comments about method,Comments about results,Source (DOI link),Protective protein type,Protective protein concentration,Non-reducing sugar type,Non-reducing sugar concentration,PEG weight,PEG concentration,Alternative CPA type,Alternative CPA concentration,Basal medium,DMSO_pct,Ethylene_Glycol_pct,Ethylene_Glycol_mM,Propylene_Glycol_pct,Glycerol_pct,Trehalose_mM,Sucrose_mM,Glucose_mM,Mannitol_mM,Raffinose_mM,FBS_pct,FCS_pct,Human_Serum_pct,HSA_pct,BSA_pct,Albumin_pct,PVP_pct,PEG_pct,HES_pct,Dextran_pct,Ficoll_pct,Taurine_mM,Ectoine_pct,Proline_pct,Isoleucine_mM,Creatine_mM,Methylcellulose_pct,ROCKi_uM,S1P_uM,Polyampholyte_mgml,COOH_PLL_pct,Sericin_pct,Betaine_pct,cooling_min_rate_C_per_min,cooling_max_rate_C_per_min,cooling_avg_rate_C_per_min,cooling_method,cooling_controlled,Viability_numeric,Recovery_numeric
"5% DMSO,5% HES450",5%,Directly to the vapour phase at -134C,80% at day 3,Not mentioned ,Not mentioned,CPA with 500 ul of prepared cryoprotectant  was introduced to centrifuged cell samples. They were kept on ice until they were cooled according to the protocol. The chamber was cooled to 4C before the protocol was applied and then the cells were stored at -134C liquid nitrogen. MTT assay was used for viability. ALP assays were performed for post-thaw differentiation capacity.,"The paper studies 77 different groups with varying DMSO and HES concs, accross 7 different cooling protocols. Trading off for viability and differentiationability, a formulation of 5% DMSO/5% HES is recommended, using a straight freeze approach to save time.",doi:10.1186/1472-6750-12-54,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,direct_plunge,0,0.8,
"6% DMSO, 4% HES450",6%,Directly to the vapour phase at -134C,70% at day 3,Not mentioned ,Not mentioned,,,doi:10.1186/1472-6750-12-55,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,direct_plunge,0,0.7,
"7% DMSO, 3% HES450",7%,Directly to the vapour phase at -134C,100% at day 3,Not mentioned ,Not mentioned,,,doi:10.1186/1472-6750-12-56,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,direct_plunge,0,1.0,
"8% DMSO, 2% HES450",8%,Directly to the vapour phase at -134C,100% at day 3,Not mentioned ,Not mentioned,,,doi:10.1186/1472-6750-12-57,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,direct_plunge,0,1.0,
"9% DMSO, 1% HES450",9%,Directly to the vapour phase at -134C,80% at day 3,Not mentioned ,Not mentioned,,,doi:10.1186/1472-6750-12-58,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,direct_plunge,0,0.8,
10% DMSO,10%,Directly to the vapour phase at -134C,90% at day 3,Not mentioned ,Not mentioned,,,doi:10.1186/1472-6750-12-59,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,direct_plunge,0,0.9,
a-MEM+200mM sucrose (culture medium with 10% PL),"0
",with the cooling rate of 1 degree/min down to-80 °C with following plunging into liquid nitrogen.,58 ± 4%,(55 ± 5%),42.0 ± 4.8 h,"There are two main process in this experiment 1: find out the optimal concentration of crypprotectant (sucrose 200mM) through pretrement 2:compare the viability, recovery,PDT, Adipogenic differentiation and Osteogenic differentiation ability of different pretrement soultion affect on the ASCs.","The result showed during cryopreservation, their presence only outside the cellsnhas been shown to be insufficient for obtaining satisfactory results. Sugar is required in both the intra and extracellular compartments. The optimal sucrose concentrations for the preservation of ASCs were 100 mM. In general, the presented DMSO-free/xeno-free ASCs preparation process allows preserving about 60% of cells after cryopreservation in the absence of DMSO and FS.",https://doi.org/10.1007/s10616-016-0055-2,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.04,0.05
a-MEM+200mM sucrose (culture medium with 10% FS),"0
",same,45 ± 3%,(45 ± 3%),89.2 ± 4.3 h,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.03,0.03
"30% FBS, 5% DMSO, 65% ⍺-MEM",5%,1°C/min; for overnight freezing in a−80°C freezer.,85.07%,Not mentioned ,Not mentioned,Flow cytometry was used to evaluate cell viability. The cells were stained with Annexin-V and DAPI. Annexin-/DAPI- were considered viable,"The results showed that as concentration of DMSO increased, viability increased, however >10% viability decreased. Also as higher concentration of DMSO may cause side-effects in patients, 5% DMSO should be used.",http://dx.doi.org/10.1016/j.jcyt.2016.04.005,,,,,,,,,,0.05,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.8506999999999999,
100% 4.5% HAS,0%,1°C/min; for overnight freezing in a−80°C freezer.,5.16%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.0516,
"0.5% DMSO, 99.5% HAS",0.50%,1°C/min; for overnight freezing in a−80°C freezer.,22%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.22,
"1% DMSO, 99% HAS",1%,1°C/min; for overnight freezing in a−80°C freezer.,28%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.28,
"2% DMSO, 98% HAS",2%,1°C/min; for overnight freezing in a−80°C freezer.,65%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.65,
"4% DMSO, 96% HAS",4%,1°C/min; for overnight freezing in a−80°C freezer.,68%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.68,
"5% DMSO, 95% HAS",5%,1°C/min; for overnight freezing in a−80°C freezer.,85.65%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.8565,
"10% DMSO, 90% HAS",10%,1°C/min; for overnight freezing in a−80°C freezer.,88.50%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.885,
"15% DMSO, 85% HAS",15%,1°C/min; for overnight freezing in a−80°C freezer.,70.60%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.706,
"20% DMSO, 80% HAS",20%,1°C/min; for overnight freezing in a−80°C freezer.,64.10%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.6409999999999999,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
0.3M Trehalose in phosphate buffer saline (PBS),0%,1°C/min; for overnight freezing in a−80°C freezer.,47%,Not mentioned ,Not mentioned,Trypan blue staining was used to evaluate cell viability. Colorimetric asessment at 450 nm was used to obtain OD value to represent cell proliferation. FACS cytometer was used for asessment of cell markers.,"The study found that CPA combination of Trehalose and glycerol improves viability, proliferation and migration compared to Trehalose or Glycerol alone, and comparable to DMSO + FBS. Cells cryopreserved in Trehalose and glycerol also express the same surface markers and exhibit the same multi-lineage differentation potential as DMSO + FBS and fresh cells.",https://doi.org/10.1186/s13287-020-01969-0,Adipose Derived Stem Cell (ADSC),,,,,,,,,0.0,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.47,
0.6M Trehalose in PBS,0%,1°C/min; for overnight freezing in a−80°C freezer.,56%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.56,
1.0M Trehalose in PBS,0%,1°C/min; for overnight freezing in a−80°C freezer.,65%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.65,
1.25M Trehalose in PBS,0%,1°C/min; for overnight freezing in a−80°C freezer.,58%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,,1250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.58,
10% Glycerol in PBS,0%,1°C/min; for overnight freezing in a−80°C freezer.,54%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.54,
20% Glycerol in PBS,0%,1°C/min; for overnight freezing in a−80°C freezer.,63%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.63,
30% Glycerol in PBS,0%,1°C/min; for overnight freezing in a−80°C freezer.,50%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.5,
1.0M Trehalose + 20% Glycerol in PBS,0%,1°C/min; for overnight freezing in a−80°C freezer.,77%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,0.2,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.77,
10% DMSO + 90% FBS,10%,1°C/min; for overnight freezing in a−80°C freezer.,75%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.1,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.75,
10% DMSO,10%,Directly at -80C ,80%,Reported as cell number (feeder independent) or colony number (feeder dependent),Not mentioned,"The study used two types of culture, feeder dependent and independent. For both types, no significant difference was observed in viability across all solutions except for 10% PROH. PI viability, colony count (4-5 days), Annexin V/PI apoptosis, caspase-9, DHE ROS, F-actin, ICC (Oct4/Nanog/SSEA4/Tra1-60/Tra1-81)",The results of viabilty implies that low  cell recovery after slow-freezing cryopreservation is associated with apoptosis rather than necrosis induced by cryoinjury. ,10.1002/btpr.358,Human Embryonic stem cells ,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,direct_plunge,0,0.8,
10% DMSO + 10 uM ROCK inhibitor,10%,Directly at -80C ,82%,Reported as cell number (feeder independent) or colony number (feeder dependent),Not mentioned,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,direct_plunge,0,0.82,
7.5% DMSO,7.50%,Directly at -80C ,84%,Reported as cell number (feeder independent) or colony number (feeder dependent),Not mentioned,,,,,,,,,,,,,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,direct_plunge,0,0.84,
7.5% DMSO + 10 uM ROCK inhibitor,7.50%,Directly at -80C ,76%,Reported as cell number (feeder independent) or colony number (feeder dependent),Not mentioned,,,,,,,,,,,,,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,direct_plunge,0,0.76,
7.5% DMSO + 2.5% PEG ,7.50%,Directly at -80C ,87%,Reported as cell number (feeder independent) or colony number (feeder dependent),Not mentioned,,Optimal reduced DMSO.,,,,,,,,,,,0.075,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,direct_plunge,0,0.87,
7.5% DMSO + 2.5% PEG  + 10 uM ROCK inhibitor,7.50%,Directly at -80C ,85%,Reported as cell number (feeder independent) or colony number (feeder dependent),Not mentioned,,,,,,,,,,,,,0.075,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,10.0,,,,,,,,,direct_plunge,0,0.85,
10% PROH ,0%,Directly at -80C ,56%,no colony formation,Not mentioned,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,direct_plunge,0,0.56,
7.5% PROH + 2.5% PEG ,0%,Directly at -80C ,74%,no colony formation,Not mentioned,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,direct_plunge,0,0.74,
10% DMSO + 30% FBS,10%,1°C/min  to −80°C,92%,51%,Not measrued ,Trypan blue exclusion test was used for cell viability and cell recovery usind 2 equations. Flow cytometry was used to assess stem cell surface markers that indicate multipotency. ,"Polyampholyte rescues low-DMSO cryopreservation; retains cell size/granularity, multipotency markers (no significant change vs. controls), and multilineage differentiation; scalable GMP synthesis; reduces clinical toxicity risks","https://dx.doi.org/10.1021/acsabm.0c00638
",Human bone marrow-derived mesenchymal stromal (stem) cells (hBM-MSC) ,,,,,,,,,0.1,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.92,0.51
2.5% DMSO + 30% FBS,2.50%,1°C/min  to −80°C,47%,17%,Not measured ,,,,,,,,,,,,,0.025,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.47,0.17
2.5% DMSO + 30% FBS + 20 mg/ml polyampholyte ,2.50%,1°C/min  to −80°C,76%,30%,Not Measured ,,,,,,,,,,,,,0.025,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,20.0,,,,1.0,1.0,1.0,slow_freeze,0,0.76,0.3
⍺-MEM 20% FBS + 5% DMSO,5%,"Nonprogrammed: -20°C for 20 mins, followed by -80°C for 12-16h and then stored in liquid nitrogen ",87%,Not reported ,30 ± 4 hours ,"post-thaw: trypan blue viability, RT-PCR (Oct4/Nanog), flow cytometry (CD markers), differentiation (osteo/adipo/chondro) assays","The study conducted the experiments using 2 different freezing protocols (programmed and non-programmed), since there was no significant difference in the results, nonprogrammed is recommeded due to its ease. Though glycerol showed lower viability compared to DMSO, it is still viable for cell cultures, stemness was preserved and no toxicity.",10.1155/2012/649353,Human Amniotic Fluid stem cells ,,,,,,,,,0.05,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.87,
⍺-MEM 20% FBS + 10% DMSO,10%,"Nonprogrammed: -20°C for 20 mins, followed by -80°C for 12-16h and then stored in liquid nitrogen ",95%,Not reported ,30 ± 4 hours ,,,,,,,,,,,,,0.1,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.95,
⍺-MEM 20% FBS + 5% Glycerol,0%,"Nonprogrammed: -20°C for 20 mins, followed by -80°C for 12-16h and then stored in liquid nitrogen ",78%,Not reported ,30 ± 4 hours ,,,,,,,,,,,,,0.0,,,,0.05,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.78,
⍺-MEM 20% FBS + 10% Glycerol,0%,"Nonprogrammed: -20°C for 20 mins, followed by -80°C for 12-16h and then stored in liquid nitrogen ",83%,Not reported ,30 ± 4 hours ,,,,,,,,,,,,,0.0,,,,0.1,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.83,
⍺-MEM 20% FBS + 30 mM Sucrose,0%,"Nonprogrammed: -20°C for 20 mins, followed by -80°C for 12-16h and then stored in liquid nitrogen ",21%,Not reported ,30 ± 4 hours ,,,,,,,,,,,,,0.0,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.21,
⍺-MEM 20% FBS + 60 mM Sucrose,0%,"Nonprogrammed: -20°C for 20 mins, followed by -80°C for 12-16h and then stored in liquid nitrogen ",28%,Not reported ,30 ± 4 hours ,,,,,,,,,,,,,0.0,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.28,
⍺-MEM 20% FBS + 60 mM Trehalose,0%,"Nonprogrammed: -20°C for 20 mins, followed by -80°C for 12-16h and then stored in liquid nitrogen ",36%,Not reported ,30 ± 4 hours ,,,,,,,,,,,,,0.0,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.36,
⍺-MEM 20% FBS + 100 mM Trehalose ,0%,"Nonprogrammed: -20°C for 20 mins, followed by -80°C for 12-16h and then stored in liquid nitrogen ",38%,Not reported ,30 ± 4 hours ,,,,,,,,,,,,,0.0,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.38,
10% DMSO in A-DMEM + 10% FBS ,10%,1°C/min  to −80°C,29.70%,Same proliferation curve as fresh,Not reported,PI staining for dead cells and Hoechst staining for all cells to assess viability. MTT assays carried out for cell proliferation after cryopreservation and compared with fresh. ,"Cocktail solution in programmed cooling showed highest viability, similar cell proliferation as fresh cells and stemness maintained. ",10.1002/term.1945,Human dental follicle stem cells,,,,,,,,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.297,
"0.05 M glucose, 0.05 M sucrose, 1.5M ethylene glycol in PBS",0%,1°C/min  to −80°C,32.70%,Same proliferation curve as fresh,Not reported,,,,,,,,,,,,,0.0,,1500.0,,,,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.327,
10% DMSO in A-DMEM + 10% FBS ,10%,Equilibrate at 1°C for 30 min Cool at −2°C/min to −9°C Hold at −9°C to −9.1°C for 5 min Cool at −0.3°C/min to −40°C Cool at −10°C/min to −140°C,35.30%,Same proliferation curve as fresh,Not reported,,,,,,,,,,,,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.3,10.0,4.1000000000000005,controlled_rate,1,0.353,
"0.05 M glucose, 0.05 M sucrose, 1.5M ethylene glycol in PBS",0%,Equilibrate at 1°C for 30 min Cool at −2°C/min to −9°C Hold at −9°C to −9.1°C for 5 min Cool at −0.3°C/min to −40°C Cool at −10°C/min to −140°C,79.30%,Same proliferation curve as fresh,Not reported,,,,,,,,,,,,,0.0,,1500.0,,,,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,10.0,4.1000000000000005,controlled_rate,1,0.7929999999999999,
10% DMEM + 80% HS + 10% DMSO ,10%,1°C/min  to −80°C,82.50%,Not mentioned ,Not mentioned,"seed 6-well plate 24h; flow cytom (annexin V-FITC/PI, n=6), MTT prolif, oil red O/alizarin red OD diff (14/21 days), RT-PCR","10% PVP in DMEM yields ~70% viability (24h annexin V/PI), comparable to 10% DMSO+80% serum controls (~83%, ns), with low apoptosis/necrosis; extremes (1%/40% PVP) toxic. Serum addition marginal",10.1089=ten.tec.2009.0552,Adipose tissue derived stem cells ,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.825,
10% DMEM + 80% FCS + 10% DMSO ,10%,1°C/min  to −80°C,84.10%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.1,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.841,
1% PVP + 99% DMEM ,0%,1°C/min  to −80°C,5.70%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.057,
5% PVP + 95% DMEM,0%,1°C/min  to −80°C,49.30%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.493,
10% PVP + 90% DMEM,0%,1°C/min  to −80°C,69.70%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.6970000000000001,
20% PVP + 80% DMEM,0%,1°C/min  to −80°C,55.50%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.555,
40% PVP + 60% DMEM ,0%,1°C/min  to −80°C,4.60%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.046,
5% PVP + 85% DMEM + 10% HS,0%,1°C/min  to −80°C,53.20%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.532,
10% PVP + 80% DMEM + 10% HS,0%,1°C/min  to −80°C,72.10%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.721,
20% PVP + 70% DMEM + 10% HS ,0%,1°C/min  to −80°C,61.80%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.618,
5% PVP + 85% DMEM + 10% FCS,0%,1°C/min  to −80°C,55.40%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,,,,,,,,0.1,,,,,0.05,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.5539999999999999,
10% PVP + 80% DMEM + 10% FCS,0%,1°C/min  to −80°C,69.20%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,,,,,,,,0.1,,,,,0.1,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.6920000000000001,
20% PVP + 70% DMEM + 10% FCS,0%,1°C/min  to −80°C,64.30%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,,,,,,,,0.1,,,,,0.2,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.643,
10% PVP + 50% DMEM + 40% FCS,0%,1°C/min  to −80°C,70.50%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,,,,,,,,0.4,,,,,0.1,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.705,
10% PVP + 10% DMEM + 80% FCS ,0%,1°C/min  to −80°C,72.50%,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,,,,,,,,0.8,,,,,0.1,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.725,
0.5M Trehalose in PBS,0%,1°C/min  to −80°C,60% compared to standard DMSO,Not mentioned ,Not mentioned,Alamar blue assay used for viability 48 hour after thaw.,"The results show that trehalose combined with 10% EG or Gly can be used as affective cryoprotectants, as morphology, self renewal potential and pluripotency is maintained.",https://doi.org/10.1016/j.scr.2018.07.021,hESCs,,,,,,,,,0.0,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.6,
0.5M Trehalose in PBS + 2.5% ethylene glycol,0%,1°C/min  to −80°C,56% cpmpared to standard DMSO,Not mentioned ,Not mentioned,conditions.,,,,,,,,,,,,0.0,0.025,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.56,
0.5M Trehalose in PBS + 10% ethylene glycol,0%,1°C/min  to −80°C,130% compared to standard DMSO,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,0.1,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,1.3,
0.5M Trehalose in PBS + 10% Glycerol,0%,1°C/min  to −80°C,132% compared to standard DMSO,Not mentioned ,Not mentioned,,,,,,,,,,,,,0.0,,,,0.1,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,1.32,
0.5M Trehalose in PBS,0%,1°C/min  to −80°C,50% compared to standard DMSO,Not mentioned ,Not mentioned,Alamar blue assay used for viability 48 hour after thaw.,"The results show that trehalose combined with 10% EG or Gly can be used as affective cryoprotectants, as morphology, self renewal potential and pluripotency is maintained.",https://doi.org/10.1016/j.scr.2018.07.021,hiPSCs,,,,,,,,,0.0,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.5,
0.5M Trehalose in PBS + 2.5% ethylene glycol,0%,1°C/min  to −80°C,30% cpmpared to standard DMSO,Not mentioned ,Not mentioned,conditions.,,,,,,,,,,,,0.0,0.025,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.3,
